FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
0777	Maribo, 30+	Cheese, firm, Maribo, 30 % fidm.	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0001 H0101 H0253 H0328 J0104 K0003 M0001 N0001 P0024	
0778	Skummetmælksost, max. 5+	Cheese, firm, skimmed milk, max. 5 % fidm.	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0003 H0253 H0326 J0104 J0145 K0003 M0001 N0001 P0024 P0039	
0779	Havarti, 60+	Cheese, semihard, Havarti, 60 % fidm.	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0001 H0101 H0253 H0328 J0104 K0003 M0001 N0001 P0024	
0780	Havarti, 45+	Cheese, semihard, Havarti, 45 % fidm.	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0001 H0101 H0253 H0328 J0104 K0003 M0001 N0001 P0024	
0781	Havarti, 30+	Cheese, semihard, Havarti, 30 % fidm.	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0001 H0101 H0253 H0328 J0104 K0003 M0001 N0001 P0024	
0782	Esrom, 60+	Cheese, semihard, Esrom, 60 % fidm.	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0003 H0253 H0327 J0135 K0003 M0001 N0001 P0024	
0783	Esrom, 45+	Cheese, semihard, Esrom, 45 % fidm.	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0003 H0253 H0327 J0135 K0003 M0001 N0001 P0024	
0784	Fontina, 45+	Cheese, semihard, Fontina, 45 % fidm.	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0001 H0101 H0253 J0104 J0145 K0003 M0001 N0001 P0024	
0785	Mozzarella, 45+	Cheese, semihard, Mozzarella, 45 % fidm.	A0185 A0452 A0626 A0720 A0724 A0775 A0786 B1201 C0245 E0151 F0018 G0003 H0107 J0104 J0135 K0003 M0001 N0001 P0024	
0786	Mozzarella, 30+	Cheese, semihard, Mozzarella, 30 % fidm.	A0185 A0452 A0626 A0720 A0724 A0775 A0786 B1201 C0245 E0151 F0018 G0003 H0107 J0104 J0135 K0003 M0001 N0001 P0024	
0787	Feta, 50+	Cheese, semihard, Feta, 50 % fidm	A0185 A0452 A0626 A0720 A0724 A0775 A0785 B1134 C0245 E0151 F0001 G0003 H0107 H0367 J0001 K0003 M0001 N0001 P0024	
0788	Fontina, 50+	Cheese, semihard, Fontina, 50 % fidm.	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0001 H0101 H0253 J0104 J0145 K0003 M0001 N0001 P0024	
0789	St. Paulin, 50+	Cheese, semihard, St. Paulin, 50 % fidm.	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0003 H0107 H0253 J0104 K0003 M0001 N0001 P0024	
0790	Tomat, dansk, rå	Tomato, danish, ripe, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1276 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0791	Tomat, importeret, rå	Tomato, imported, ripe, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1276 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0792	Tomat, dansk (sort: Eminento), rå	Tomato, danish (variety: Eminento), ripe, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1276 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0793	Tomat, dansk (sort: Ida 240), rå	Tomato, danish (variety: Ida 240), ripe, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1276 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0794	Tomat, dansk (sort: Ida 214), rå	Tomato, danish (variety: Ida 214), ripe, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1276 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0795	Blomkål, dansk, rå	Cauliflower, danish, raw	A0152 A0455 A0629 A0675 A0705 A0731 A0826 B1094 C0237 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0796	Blomkål, importeret, rå	Cauliflower, imported, raw	A0152 A0455 A0629 A0675 A0705 A0731 A0826 B1094 C0237 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0797	Blomkål, dansk (sort: celesta), rå	Cauliflower, danish (variety: Celesta), raw	A0152 A0455 A0629 A0675 A0705 A0731 A0826 B1094 C0237 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0798	Blomkål, dansk (sort: oze white top), rå	Cauliflower, danish (variety: Oze White Top), raw	A0152 A0455 A0629 A0675 A0705 A0731 A0826 B1094 C0237 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0799	Blomkål, dansk (sort: white rock), rå	Cauliflower, danish (variety: White Rock), rå	A0152 A0455 A0629 A0675 A0705 A0731 A0826 B1094 C0237 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0800	Hvidkål (sort: Bislet), rå	Cabbage, white, raw (variety: Bislet)	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1406 C0151 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0801	Hvidkål (sort: Bartolo), rå	Cabbage, white (variety: Bartolo), raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1406 C0151 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0802	Hvidkål (sort: Histanda), rå	Cabbage, white (variety: Histanda), raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1406 C0151 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0803	Hvidkål (sort: Ditmarsker), rå	Cabbage, white (variety: Ditmarsker), raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1406 C0151 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0804	Æble, dansk, råt	Apple, danish, raw	A0143 A0455 A0629 A0669 A0707 A0732 A0833 B1245 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0805	Æble, importeret, råt	Apple, imported, raw	A0143 A0455 A0629 A0669 A0707 A0732 A0833 B1245 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0806	Æble, dansk (sort: stark earliest), råt	Apple, danish (variety: Stark Earliest), raw	A0143 A0455 A0629 A0669 A0707 A0732 A0833 B1245 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0807	Æble, dansk (sort: gråsten), råt	Apple, danish (variety: Gråsten), raw	A0143 A0455 A0629 A0669 A0707 A0732 A0833 B1245 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0808	Æble, dansk (sort: spartan), råt	Apple, danish (variety: Spartan), raw	A0143 A0455 A0629 A0669 A0707 A0732 A0833 B1245 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0809	Gulerod (sort: Nantes Topscore), rå	Carrot (variety: Nantes Topscore), raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1227 C0239 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0810	Gulerod (sort: Nandor f.1), rå	Carrot (variety: Nandor F.1), raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1227 C0239 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0811	Gulerod (sort: Nantes Fancy), rå	Carrot (variety: Nantes Fancy), raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1227 C0239 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0812	AB-mælk, syrnet sødmælk	Milk, whole, cultured	A0148 A0452 A0626 A0721 A0724 A0740 A0783 B1201 C0235 E0130 F0018 G0003 H0107 J0135 K0003 M0001 N0001 P0024	
0813	Figuraost, 10+	Cheese, firm, 10 % fidm.	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0003 H0107 H0253 H0326 J0104 J0145 K0003 M0001 N0001 P0024	
0814	Camembert, 30+	Cheese, Camembert, 30 % fidm.	A0314 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0119 F0001 G0003 H0253 H0327 H0330 J0104 J0145 K0003 M0001 N0001 P0024	
0815	Asparges, grønne, rå	Asparagus, green, raw	A0152 A0455 A0629 A0682 A0705 A0731 A0826 B1415 C0186 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0816	Asparges, hvide, rå	Asparagus, white, raw	A0152 A0455 A0629 A0682 A0705 A0731 A0826 B1415 C0186 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0817	Bønnespirer, mung, rå	Bean sprouts, mung, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0831 B1395 C0183 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0818	Bønnespirer, uspec., rå	Bean sprouts, average values, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1567 C0183 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0819	Kartoffel, ny (maj til september), rå	Potato, new (May to September), raw	A0152 A0455 A0629 A0650 A0705 A0731 A0829 B1218 C0239 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0820	Kartoffel, efterår (oktober til januar), rå	Potato, automn (October to January), raw	A0152 A0455 A0629 A0650 A0705 A0731 A0829 B1218 C0239 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0821	Kartoffel, gammel (februar - juni), rå	Potato, old (February to June), raw	A0152 A0455 A0629 A0650 A0705 A0731 A0829 B1218 C0239 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0822	Rosenkål, efterår (oktober til december), rå	Brussels sprouts, autumn (October to December), raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1611 C0151 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0823	Rosenkål, vinter (januar til april), rå	Brussels sprouts, winter (January to April), raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1611 C0151 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0824	Rødbede, konserves, uden tilsat sukker	Beet, red, canned, sugar not added	A0152 A0455 A0629 A0663 A0705 A0731 A0827 B2940 C0240 E0115 F0014 G0042 H0200 H0367 J0123 K0029 M0135 N0040 P0024	
0825	Rødkål, konserves, uden tilsat sukker	Cabbage, red, canned, sugar not added	A0152 A0455 A0629 A0663 A0705 A0731 A0827 B2072 C0151 E0115 F0014 G0001 H0108 H0200 H0367 J0123 K0003 M0001 N0001 P0024	
0826	Bitter, Gammel Dansk Bitter Dram	BITTER, Gammel Dansk Bitter Dram	A0278 A0465 A0639 A0663 A0713 A0734 A0850 B1016 C0174 E0123 F0001 G0003 H0229 H0232 H0270 J0104 K0003 M0130 M0214 N0040 P0024	
0827	Bitter, krabask bitter	BITTER, Krabask Bitter	A0278 A0465 A0639 A0663 A0713 A0734 A0850 B1016 C0174 E0123 F0001 G0003 H0229 H0232 H0270 J0104 K0003 M0130 M0214 N0040 P0024	
0828	Gulerod, dybfrost	Carrots, frozen	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1227 C0240 E0151 F0018 G0003 H0003 J0132 K0003 M0001 N0001 P0024	
0829	Blomkål, dybfrost	Cauliflower, frozen	A0152 A0455 A0629 A0675 A0705 A0731 A0826 B1094 C0237 E0152 F0018 G0042 H0003 J0136 J0175 K0003 M0001 N0001 P0024	
0830	Løg, ristede	Onions, chopped and deepfried	A0152 A0455 A0629 A0662 A0705 A0731 A0827 B1300 C0240 E0152 F0014 G0005 H0138 H0221 J0116 K0003 M0001 N0001 P0024	
0831	Frugtpålæg, uspec.	Fruit paste, average values	A0143 A0455 A0629 A0663 A0707 A0732 A0834 B1140 C0140 E0134 F0014 G0001 H0158 H0200 J0001 K0003 M0001 N0001 P0024	
0832	Tyttebær, syltede	Lingonberry, jam	A0251 A0455 A0629 A0662 A0707 A0732 A0837 B1019 C0140 E0134 F0014 G0003 H0136 J0120 J0145 K0003 M0001 N0001 P0024	
0833	Ananasjuice, konserves	Pineapple juice, canned	A0127 A0455 A0629 A0708 A0732 A0766 A0841 B1484 C0230 E0123 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024	
0834	Citronskal, rå	Lemon peel, raw	A0143 A0455 A0629 A0668 A0707 A0732 A0833 B1275 C0294 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0835	Blåbær, frosne, usukrede	Blueberry, frozen, unsweetened	A0143 A0455 A0629 A0671 A0707 A0732 A0833 B1491 C0140 E0150 F0003 G0003 H0001 J0136 K0003 M0001 N0001 P0024 P0105	
0836	Kartoffel, konserves	Potato, canned	A0152 A0455 A0629 A0662 A0705 A0731 A0830 B1218 C0238 E0151 F0014 G0003 H0001 J0123 K0011 M0194 N0001 P0024	
0837	Brombær, dybfrost, usukrede	Blackberry, frozen, unsweetened	A0143 A0455 A0629 A0671 A0707 A0732 A0833 B1407 C0167 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024	
0838	Bitter, uspec.	BITTER, all types, average values	A0278 A0465 A0639 A0663 A0713 A0734 A0850 B1016 C0174 E0123 F0001 G0003 H0229 H0232 H0270 J0104 K0003 M0130 M0214 N0040 P0024	
0839	Bitter, sød, uspec.	BITTER, sweet, all types, average values	A0278 A0465 A0639 A0663 A0713 A0734 A0850 B1016 C0174 E0123 F0001 G0003 H0136 H0229 H0232 H0270 J0104 K0003 M0130 M0214 N0040 P0024	
0840	Miso, sojapasta	Miso, soy paste	A0133 A0463 A0637 A0663 A0722 A0735 A0856 B1452 C0133 E0144 F0014 G0003 H0128 H0173 H0253 J0104 K0003 M0001 N0001 P0024	
0841	Tofu, sojabønneost	Tofu, soy bean curd	A0152 A0455 A0629 A0663 A0705 A0731 A0788 B1452 C0133 E0147 F0014 G0003 H0130 J0120 K0003 M0001 N0001 P0024	
0842	Dild, tørret	Dill weed, dried	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1277 C0150 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0843	Is, 3. farvet	Ice cream, dairy, 3 coloured	A0227 A0454 A0628 A0721 A0724 A0776 A0789 B1201 C0113 E0139 F0018 G0003 H0117 H0136 H0150 H0178 J0136 K0003 M0001 N0001 P0024	
0844	Nougatis	Ice cream, dairy, nougat	A0227 A0454 A0628 A0721 A0724 A0776 A0789 B1201 C0113 E0138 F0018 G0003 H0117 H0136 H0178 J0136 K0003 M0001 N0001 P0024	
0845	Vanilleis	Ice cream, dairy, vanilla	A0227 A0454 A0628 A0663 A0721 A0724 A0789 B1201 C0113 E0139 F0018 G0003 H0100 H0136 H0178 J0136 K0003 M0001 N0001 P0024	
0846	Is, ermol-, 3. farvet	Ice cream, non dairy, 3 coloured	A0159 A0454 A0628 A0663 A0722 A0733 A0789 B1017 C0190 E0139 F0018 G0003 H0117 H0136 H0150 H0178 J0136 K0003 M0001 N0001 P0024	
0847	Is, ermol-, nougat	Ice cream, non dairy, nougat	A0159 A0454 A0628 A0663 A0722 A0733 A0789 B1017 C0190 E0139 F0018 G0003 H0117 H0136 H0150 H0178 J0136 K0003 M0001 N0001 P0024	
0848	Flødeis	Ice cream, dairy (cream based)	A0227 A0454 A0628 A0663 A0721 A0724 A0789 B1201 C0160 E0139 F0018 G0003 H0100 H0136 H0178 J0136 K0003 M0001 N0001 P0024	
0849	Is-pind, vanille	Ice cream, dairy, popsickle, vanilla	A0227 A0454 A0628 A0721 A0724 A0776 A0789 B1201 C0113 E0123 F0018 G0003 H0117 H0133 H0136 H0178 H0228 H0229 H0368 J0136 K0003 M0173 N0035 N0039 P0024	
0850	Ispind, jordbær	Ice cream, dairy, popsickle, strawberry	A0227 A0454 A0628 A0721 A0724 A0776 A0789 B1201 C0113 E0102 F0018 G0003 H0117 H0136 H0147 H0178 J0136 K0003 M0173 N0035 N0039 P0024	
0851	Is-pind, limonade	Ice, popsickle, lemonade	A0230 A0454 A0628 A0663 A0722 A0735 A0864 B1370 C0271 E0123 F0001 G0003 H0133 H0158 H0200 H0227 H0368 J0136 K0003 M0173 N0035 N0039 P0024	
0852	Is-pind, vanille med chokoladeovertræk	Ice cream, dairy, popsickle, vanilla with chocolate	A0227 A0454 A0628 A0721 A0724 A0776 A0789 B1201 C0113 E0139 F0018 G0003 H0117 H0119 H0136 H0178 H0355 J0136 K0003 M0173 N0035 N0039 P0024	
0853	Fennikel, knold, rå	Fennel, root, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1262 C0101 E0150 F0003 G0003 H0003 J0116 K0003 M0001 N0001 P0024	
0854	Kiks, fuldkorns-, digestivetype	Bisquit, wholemeal, digestive type	A0203 A0458 A0632 A0663 A0695 A0729 A0821 B1312 C0208 E0140 F0014 G0005 H0138 H0158 H0272 J0120 J0145 K0003 M0156 N0001 P0024	
0855	Flødeboller, skumboller	Whipped egg white and sugar with chocolate covering	A0141 A0456 A0630 A0663 A0698 A0733 A0839 B1370 C0210 E0134 F0003 G0003 H0178 H0231 H0319 J0001 K0001 M0001 N0001 P0001	
0856	Mælkebøtte, blade, rå	Dandelion, leaves, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1428 C0200 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0857	Hybensaft	Rose hip syrup	A0143 A0455 A0629 A0708 A0732 A0766 A0841 B1225 C0140 E0001 F0001 G0003 H0280 J0001 K0023 M0001 N0001 P0024	
0858	Palmekerneolie	Palm kernel oil	A0129 A0453 A0627 A0700 A0728 A0764 A0806 B1286 C0190 E0139 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
0859	Jordnøddeolie	Peanut oil	A0129 A0453 A0627 A0700 A0728 A0764 A0806 B1337 C0190 E0139 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
0860	Hvedekimolie	Wheat germ oil	A0129 A0453 A0627 A0700 A0728 A0764 A0806 B1312 C0297 E0139 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
0861	Valnøddeolie	Walnut oil	A0129 A0453 A0627 A0700 A0728 A0764 A0806 B1290 C0190 E0139 F0014 G0003 H0197 H0206 J0001 K0003 M0001 N0001 P0024	
0862	Rugkerner, hele/knækkede	Rye kernels, whole/cracked	A0149 A0457 A0631 A0683 A0696 A0729 A0814 B1313 C0133 E0117 F0003 G0003 H0138 J0003 K0003 M0001 N0001 P0024	
0863	Hvedekerner, hele/knækkede	Wheat, kernels, whole/cracked	A0149 A0457 A0631 A0683 A0696 A0729 A0814 B1312 C0133 E0117 F0003 G0003 H0138 H0215 J0003 K0003 M0120 N0039 P0024	
0864	Hirseflager	Millet, flakes	A0125 A0457 A0631 A0683 A0696 A0729 A0814 B1285 C0155 E0100 F0003 G0003 H0274 J0003 K0003 M0001 N0001 P0024	
0865	Kartoffelmos, -pulver m/tørmælk	Potatoes, mashed, instant powder w/dry milk	A0152 A0455 A0629 A0660 A0705 A0731 A0830 B1218 C0240 E0100 F0014 G0003 H0138 H0184 J0140 K0003 M0001 N0001 P0024	
0866	Flødeyoghurt med frugt, 9 % fedt	Cream yoghurt, 9 % fat, with fruit	A0148 A0452 A0626 A0663 A0721 A0724 A0782 B1201 C0235 E0130 F0018 G0003 H0107 H0122 J0135 K0003 M0001 N0001 P0024	
0867	Kvark, 45+, med vanille	Cheese, Quarg, 45 % fidm., with vanilla	A0185 A0452 A0626 A0720 A0724 A0775 A0786 B1201 C0245 E0119 F0001 G0001 H0101 H0151 J0003 K0003 M0001 N0001 P0024	
0868	Lucerne, alfalfa, frø	Alfalfa seeds	A0260 A0455 A0629 A0652 A0705 A0730 A0823 B1359 C0133 E0150 F0001 G0003 H0001 J0145 K0003 M0001 N0001 P0024	
0869	Fiskeboller, konserves	Fish balls, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1222 C0103 E0147 F0014 G0001 H0306 J0110 J0123 K0001 M0151 M0204 N0041 P0024	
0870	Fiskefars, rå	Fish pudding, raw	A0267 A0460 A0634 A0664 A0717 A0727 A0803 B1222 C0103 E0136 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0871	Gaffelbidder	Herring, pickled, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1586 C0268 E0122 F0014 G0003 H0190 J0110 K0003 M0001 N0001 P0024	
0872	Fiskefrikadelle	Fish balls, fried	A0267 A0460 A0634 A0664 A0717 A0727 A0803 B1222 C0103 E0147 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024	
0873	Jomfruhummer, rå	Norway lobster, raw	A0267 A0460 A0634 A0717 A0727 A0750 A0802 B1956 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0874	Krebs, rå	Crayfish, raw	A0267 A0460 A0634 A0717 A0727 A0750 A0802 B2686 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0875	Ålekvabbe, rå	Eelpout, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B2292 C0265 E0150 F0003 G0001 H0001 J0131 K0003 M0001 N0001 P0024	
0876	Bækørred, bækforel, rå	Charr, raw	A0267 A0460 A0634 A0717 A0727 A0745 A0802 B1332 C0127 E0151 F0003 G0001 H0001 J0131 K0001 M0001 N0001 P0024	
0877	Krabbekløer, rå	Crab claws, meat, raw	A0267 A0460 A0634 A0717 A0727 A0771 A0802 B1335 C0125 E0122 F0003 G0003 H0001 J0131 K0001 M0001 N0001 P0024	
0878	Havkat, plettet, rå	Spotted catfish, fillet, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B3350 C0175 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0879	Rødfisk, rå	Redfish, ocean perch, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1153 C0265 E0150 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0880	Sortmund, blåhvilling, filet, rå	Blue whiting, fillet, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1837 C0175 E0151 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0881	Lange, filet, rå	Ling, fillet, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B2144 C0268 E0122 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0882	Sej, filet, rå	Saithe (UK), pollock (US), fillet, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1440 C0268 E0152 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0883	Levertran (Sej)	Haddock, liver oil	A0129 A0453 A0627 A0666 A0722 A0728 A0811 B1440 C0301 E0001 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0001	
0884	Fiskeolie, hydrogeneret	Fish oil, hydrogenated	A0129 A0453 A0627 A0666 A0717 A0728 A0811 B1222 C0190 E0139 F0001 G0003 H0174 J0001 K0003 M0001 N0001 P0024	
0885	Bækørred, bækforel, filet, røget	Charr, fillet, smoked	A0267 A0460 A0634 A0717 A0727 A0745 A0803 B1332 C0127 E0151 F0018 G0001 H0118 J0131 K0001 M0001 N0001 P0024	
0886	Ørred, regnbue-, rå	Rainbow trout, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1109 C0268 E0152 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0887	Torsk, filet, stegt	Cod, fillet, fried	A0267 A0460 A0634 A0664 A0717 A0727 A0803 B1423 C0268 E0150 F0014 G0026 H0221 J0003 K0003 M0001 N0001 P0024	
0888	Torsk, filet, kogt	Cod, fillet, boiled	A0267 A0460 A0634 A0664 A0717 A0727 A0803 B1423 C0268 E0152 F0014 G0013 H0001 J0003 K0003 M0001 N0001 P0024	
0889	Torsk, filet, paneret, rå	Cod, fillet, breaded, raw	A0267 A0460 A0634 A0664 A0717 A0727 A0803 B1423 C0268 E0152 F0018 G0003 H0188 H0233 J0001 K0003 M0001 N0001 P0024	
0890	Torsk, filet, røget, med skind	Cod, fillet, smoked, with skin	A0267 A0460 A0634 A0664 A0717 A0727 A0803 B1423 C0267 E0152 F0001 G0003 H0118 J0131 K0003 M0001 N0001 P0024	
0891	Aborre, rå	Perch, raw	A0267 A0460 A0634 A0717 A0727 A0745 A0802 B2336 C0175 E0151 F0003 G0001 H0001 J0131 K0001 M0001 N0001 P0024	her mangler chilling
0892	Sperling, kød, rå	Norway pout, flesh, raw	A0267 A0460 A0634 A0664 A0717 A0727 A0802 B1835 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0893	Brosme, rå	Torsk, tusk, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B2143 C0175 E0151 F0003 G0001 H0003 J0131 K0003 M0001 N0001 P0024	
0894	Rødfisk, lille, filet, rå	Norway haddock, fillet, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1153 C0175 E0122 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0895	Lubbe, rå	Pollack, lythe, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1440 C0175 E0151 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0896	Hvilling, rå	Whiting, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B2644 C0175 E0151 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0897	Kulmule, rå	Hake, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B2365 C0268 E0151 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0898	Laks, gravad	Salmon, gravad	A0267 A0460 A0634 A0717 A0727 A0746 A0803 B1587 C0175 E0151 F0001 G0003 H0173 H0227 J0103 J0131 K0003 M0001 N0001 P0024	
0899	Brisling, rå	Sprat, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1235 C0175 E0151 F0003 G0001 H0003 J0001 K0003 M0001 N0001 P0024	
0900	Stenbider, rå	Lump, lumpsucker, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1823 C0265 E0150 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0901	Stenbider, røget	Lump, lumpsucker, smoked	A0267 A0460 A0634 A0717 A0727 A0747 A0803 B1823 C0265 E0150 F0001 G0003 H0118 J0131 K0003 M0001 N0001 P0024	
0902	Rødspætte, filet, paneret, dybfrost	Plaice, fillet, breaded, dybfrost	A0267 A0460 A0634 A0717 A0727 A0747 A0803 B1861 C0175 E0152 F0018 G0029 H0188 J0136 K0003 M0001 N0001 P0024	
0903	Kaviar, uægte (lodderogn)	Caviar, made from capelin roe	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1903 C0202 E0150 F0003 G0003 H0150 H0173 J0100 K0003 M0130 N0040 P0024	
0904	Brisling (ansjovis), marineret, konserves	Sprat, pickled, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1554 C0267 E0150 F0014 G0001 H0190 J0123 K0022 M0001 N0001 P0024	
0905	Brisling (sardin), i olie, konserves	Sprat (sardine), in oil, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1558 C0265 E0131 F0014 G0001 H0173 J0123 K0026 M0151 N0041 P0024	
